8.3
8.6
9.8
10.7
9.1
7
7.6
7.4
10.4
7.5
7.3
8.7
12.6
6.7
6.4
11.7
7.5
7.3
8.6
13.7
8.6
14.2
8.4
8.8
7.9
12.7
7.5
7.3
15.3
9.4
9.2
