41٫6
43٫8
46٫2
41
39٫6
34٫1
38٫4
41٫1
41٫6
42
40٫9
44٫7
39٫9
45٫5
37٫1
34٫5
37٫3
44٫4
37
42٫2
40٫3
43
34٫5
38
45٫2
41٫3
43٫2
36٫6
43٫6
41٫8
47٫8
1400
